"company","year","region","country","icb_sector","rank","rd_million","rd_growth_1y_percent","rd_intensity_percent","sales_million","sales_growth_1y_percent","employees","employees_growth_1y_percent","capex_million","capex_growth_1y_percent","capex_intensity_percent","profit_million","profit_growth_1y_percent","profitability_percent","patents_2010_2019","performance group","Summary Innovation Index","New doctorate graduates","Population with tertiary education","Population involved in lifelong learning","International scientific co-publications","Scientific publications among the top 10% most cited","Foreign doctorate students as a % of all doctorate students","Individuals with above basic overall digital skills","R&D expenditure in the public sector","Venture capital expenditures","Direct and indirect government support of business R&D","R&D expenditure in the business sector","Employed ICT specialists","SMEs introducing product innovations","SMEs introducing business process innovations","Innovative SMEs collaborating with others","Public-private co-publications","Job-to-job mobility of HRST","PCT patent applications","Trademark applications","Design applications","Employment in knowledge-intensive activities","Employment in innovative enterprises","Exports of medium and high technology products","Knowledge-intensive services exports","Sales of new-to-market and new-to-firm innovations","Resource productivity","Air emissions by fine particulates","Environment-related technologies","Broadband penetration","Non-R&D innovation expenditures","Innovation expenditures per person employed","Enterprises providing ICT training","Human resources","Attractive research systems","Digitalisation","Firm investments","Use of information technologies","Innovators","Linkages","Intellectual assets","Employment impacts","Sales impacts","Environmental sustainability","Finance and support"
"BASF",2019,"EU","Germany","Chemicals",20,2239,9.86261040235525,3.5434503932771,63187,-5.36476508559361,117628,-3.90183327342244,3824,-1.79763739085773,6.05187775966575,4010,-46.5404612718304,6.34624210676247,1288,"Strong",119.1,134.8,73.1,68.4,110,110.4,137.2,66.1,136.1,97.4,44.6,155.6,112.9,133.2,118.3,90.6,208.9,200,128.5,109.7,144.2,101.2,160.4,112.1,104.3,102.3,127.1,120,111.1,95.1,126.9,161.8,145.2,97.7,116.8,80.6,148,128.8,125.6,161.2,128.8,132,107,119,98.3
"MERCK DE",2017,"EU","Germany","Pharmaceuticals & Biotechnology",19,2135,8.3,13.9,15327,2,52880,4.9,919,28.4,6,2200,7.1,14.4,5655,"Strong",119,146.3,73.1,68.4,102.3,113.4,137.2,66.1,136.1,83.1,43.3,148.1,112.9,133.2,118.3,90.6,194.9,200,131.1,108.7,141.1,101.2,160.4,111.7,103.5,102.3,113.7,119.6,123.7,95.1,126.9,161.8,158,102.6,116.8,80.6,145.3,134.9,125.6,158.3,128.5,132,106.4,119.3,93.3
"MERCK DE",2018,"EU","Germany","Pharmaceuticals & Biotechnology",19,2225,4.21545667447307,14.9973038554867,14836,2.19742371013294,51713,-2.20688350983359,910,-0.979325353645266,6.13372876786196,1686,-19.676036207718,11.364249123753,5655,"Strong",118.6,134.8,73.1,68.4,105.6,112.9,137.2,66.1,136.1,89.6,44.4,147.4,112.9,133.2,118.3,90.6,200.5,200,129.2,109.8,136.1,101.2,160.4,112.5,104.2,102.3,123,119.7,116.8,95.1,126.9,161.8,153.5,97.7,117.1,80.6,145.1,132.9,125.6,159.8,126.4,132,107,119.5,95.8
"MERCK DE",2019,"EU","Germany","Pharmaceuticals & Biotechnology",19,2268,1.93258426966292,14.0416047548291,16152,8.87031544890806,57036,10.2933498346644,1313,44.2857142857143,8.12902426944032,2196,30.2491103202847,13.5958395245171,5655,"Strong",119.1,134.8,73.1,68.4,110,110.4,137.2,66.1,136.1,97.4,44.6,155.6,112.9,133.2,118.3,90.6,208.9,200,128.5,109.7,144.2,101.2,160.4,112.1,104.3,102.3,127.1,120,111.1,95.1,126.9,161.8,145.2,97.7,116.8,80.6,148,128.8,125.6,161.2,128.8,132,107,119,98.3
"BANCO SANTANDER",2017,"EU","Spain","Banks",29,1470,-14.8,2.9,50321,8.9,195732,2.1,7450,13.4,14.8,12091,12.3,24,2,"Moderate",89.5,111.6,142.5,135.7,90.9,91.5,89.4,151.7,73.8,104.9,105.5,45.1,87.1,25.4,70.9,64.7,101.2,85.3,64.6,116.1,64.2,80.7,61.7,72.5,29.8,123.5,168.3,97.3,125.1,149.5,62.2,53.3,106.4,127.7,90.9,150.5,53.4,96.5,48.9,80.8,77.4,70.8,70.6,123.3,92.5
"BANCO SANTANDER",2018,"EU","Spain","Banks",31,1468,-0.136054421768705,2.91131207361574,50424,0.204685916416603,202713,3.56661148917907,10726,43.9731543624161,21.2716166904649,14201,17.4509966090481,28.1631762652705,2,"Moderate",90.3,134.8,142.5,135.7,94.3,89.9,89.4,151.7,70.5,105.9,105.5,45.1,87.1,25.4,70.9,64.7,103.9,85.3,64.9,117.6,65.9,80.7,61.7,68.2,31,123.5,168,95.4,124.5,149.5,62.2,53.3,112.7,137.5,90.7,150.5,53.4,99.6,48.9,81.5,78.6,70.8,69.3,122.1,91.6
"BANCO SANTANDER",2019,"EU","Spain","Banks",32,1374,-6.40326975476839,2.67486907937002,51367,1.87014120260194,196419,-3.10488227198058,12766,19.0192056684691,24.8525317811046,12543,-11.675234138441,24.4184009188779,2,"Moderate",92.2,169.5,142.5,135.7,100,89,105,151.7,68.9,110,105.5,46.6,87.1,25.4,70.9,64.7,110.2,123.5,62.7,117.4,63.6,80.7,61.7,66.8,28.7,123.5,180.3,93.4,108,149.5,62.2,53.3,111.5,152,95.3,150.5,54,99,48.9,98.9,76.8,70.8,67.9,119.3,92.1
"NOVO NORDISK",2017,"EU","Denmark","Pharmaceuticals & Biotechnology",22,1931.7,-3.1,12.9,15003,-0.1,42076,0.3,1024.3,7.9,6.8,6577.3,1.1,43.8,974,"Leader",135.1,157.9,146.1,218.2,303.3,150,193.6,148.6,159,82.4,39.7,142.9,145.2,98.3,95.8,143.6,551,282.4,128.2,119.2,169.9,126.5,99.8,73.9,103.4,50.6,71.9,123.3,188.7,194.5,54,93.8,154.8,169.7,194.8,171.4,97.5,149.8,97.1,285.5,139.4,112.5,78.1,130.7,101.3
"NOVO NORDISK",2018,"EU","Denmark","Pharmaceuticals & Biotechnology",25,1817.617513,-5.65329253187609,12.1325929287717,14981.278311,0.120863773666535,42672,1.4164844566974,1290.872815,26.3571991368035,8.61657322027171,6329.510043,-3.51052749939703,42.2494657104965,974,"Leader",134.9,157.9,146.1,218.2,315.5,146.4,204.1,148.6,155.7,82.9,48.3,148.1,145.2,98.3,95.8,143.6,549.7,282.4,125.4,125.6,172.8,126.5,99.8,72.7,96.9,50.6,71.2,123.3,177.9,194.5,54,93.8,149,169.7,198.2,171.4,99.5,147.1,97.1,285.5,140.7,112.5,75.4,127.2,102.5
"NOVO NORDISK",2019,"EU","Denmark","Pharmaceuticals & Biotechnology",27,1722.067709,-4.81279485730717,10.5842436903696,16270.10639,9.11196358718169,42703,0.0726471691038677,1190.980161,-7.30593610788743,7.32005146402733,6998.008487,11.0798340557927,43.011448845234,974,"Leader",134.6,146.3,146.1,218.2,338.7,152.2,213.4,148.6,154.1,89,43,136.8,145.2,98.3,95.8,143.6,589,282.4,127.2,131.5,163.4,126.5,99.8,74.4,98,50.6,71.4,124.4,167.6,194.5,54,93.8,136.9,164.8,208.8,171.4,95.5,141.2,97.1,293.5,139.9,112.5,76.6,124.6,102.3
"VIVENDI",2017,"EU","France","Media",188,154,100,1.2,12444,15,41743,84.7,261,11.1,2.1,1036,-24,8.3,5,"Strong",112.7,123.2,153.3,102,94.4,96.1,232.4,121.3,103.3,148.2,230,105.3,100,111.7,137,149.6,131.4,94.1,104.4,76.5,66.5,114.5,129.4,94.5,83.5,74.1,138,106.2,113.6,144.6,75.3,122.7,64.3,127.3,128.8,133,100.7,82.4,124.7,122.1,85,122.1,85.5,116.4,152.9
"VIVENDI",2018,"EU","France","Media",218,135,-12.3376623376623,0.968992248062015,13932,11.2957341428343,41600,-0.342572407349739,351,34.4827586206897,2.51937984496124,1182,16.1100196463654,8.48406546080965,5,"Strong",112.7,111.6,153.3,102,97.5,93.9,232.4,121.3,101.6,153.9,230,106,100,111.7,137,149.6,132.8,94.1,104.6,76.8,64.6,114.5,129.4,93,85.3,74.1,152.9,105.8,114.2,144.6,75.3,122.7,64.3,122.6,128.2,133,100.9,82.4,124.7,122.1,84.5,122.1,85.5,120,154
"VIVENDI",2019,"EU","France","Media",247,124,-8.14814814814815,0.779972323562712,15898,14.1113982199254,44641,7.31009615384615,413,17.6638176638177,2.59781104541452,1381,16.8358714043993,8.68662724871053,5,"Strong",113.3,123.2,153.3,102,99.4,94.9,232.4,121.3,98.4,154.8,230,105.3,100,111.7,137,149.6,133.5,117.6,103,77.7,65.1,114.5,129.4,92.5,81.4,74.1,159.3,105.8,107.4,144.6,75.3,122.7,64.3,127.3,129.3,133,100.7,82.4,124.7,132.6,84.2,122.1,83.9,119.5,153.1
"BT",2017,"EU","UK","Fixed Line Telecommunications",67,573.4,-1.7,2.1,26726.7,-1.4,105800,-0.6,3787.7,6.9,14.2,3809.1,7.2,14.3,292,"Leader",126.4,158.9,134.1,136.7,156.7,143,262.2,NA,67.2,126.7,207.7,78.9,125.8,132.8,98.1,328.6,210.3,250,94.3,100.5,66.4,145.8,141.4,93.3,112.5,162.9,197.4,85.2,101,39.1,89.5,83.7,140.1,145.2,175.1,39,83.9,132.9,115,270.7,86.7,143.3,117.5,117.8,125.3
"BT",2018,"EU","UK","Fixed Line Telecommunications",66,592.086527,4.91159141234168,2.27932388443835,25976.410419,-1.24351895080443,106700,0.850661625708882,4078.079115,9.39916716829201,15.699163391787,3793.123614,1.18308190862015,14.6021854167564,292,"Leader",127.7,162.8,134.7,135.7,165.6,146.8,263.5,NA,63.9,139.7,207.7,80.5,122.6,132.8,98.1,328.6,222.1,250,92.2,98.4,66.3,145.8,141.4,89.4,113.2,162.9,218.4,87.1,97.6,39.1,89.5,83.7,148.4,146.7,179.3,39,84.5,135.3,115,272.8,85.4,143.3,116.2,122.6,128.2
"BT",2019,"RoW","UK","Fixed Line Telecommunications",67,629.561092,0.936329532770852,2.35319799028251,26753.426384,-2.23237151955297,105300,-1.31208997188379,4794.709247,11.6095704177312,17.921851123591,3686.261238,-7.74627301409828,13.7786509476954,292,"Leader",128.5,169.3,140.1,138.7,175.5,148.9,256.7,NA,63.9,150.5,207.7,82.7,129,132.8,98.1,328.6,231,261.8,90,93.5,66.6,150.6,141.4,82.2,113.8,162.9,224.2,89.5,92.5,39.1,89.5,83.7,134.4,152,181.1,39,85.4,131.6,115,279.7,83.3,145.7,113.5,123.7,131.6
"UNILEVER",2017,"EU","UK","Food Producers",43,900,-8,1.7,53715,1.9,160566,-4.9,1509,-16.4,2.8,9071,16.3,16.9,3065,"Leader",126.4,158.9,134.1,136.7,156.7,143,262.2,NA,67.2,126.7,207.7,78.9,125.8,132.8,98.1,328.6,210.3,250,94.3,100.5,66.4,145.8,141.4,93.3,112.5,162.9,197.4,85.2,101,39.1,89.5,83.7,140.1,145.2,175.1,39,83.9,132.9,115,270.7,86.7,143.3,117.5,117.8,125.3
"UNILEVER",2018,"EU","UK","Food Producers",46,900,0,1.76532893962575,50982,-5.08796425579447,155000,-3.46648730117211,1329,-11.9284294234592,2.60680240084736,12608,38.9923933414177,24.7302969675572,3065,"Leader",127.7,162.8,134.7,135.7,165.6,146.8,263.5,NA,63.9,139.7,207.7,80.5,122.6,132.8,98.1,328.6,222.1,250,92.2,98.4,66.3,145.8,141.4,89.4,113.2,162.9,218.4,87.1,97.6,39.1,89.5,83.7,148.4,146.7,179.3,39,84.5,135.3,115,272.8,85.4,143.3,116.2,122.6,128.2
"UNILEVER",2019,"RoW","UK","Food Producers",54,840,-6.66666666666667,1.61600615621393,51980,1.95755364638499,150000,-3.2258064516129,1316,-0.97817908201655,2.53174297806849,8740,-30.8489595695862,16.8141592920354,3065,"Leader",128.5,169.3,140.1,138.7,175.5,148.9,256.7,NA,63.9,150.5,207.7,82.7,129,132.8,98.1,328.6,231,261.8,90,93.5,66.6,150.6,141.4,82.2,113.8,162.9,224.2,89.5,92.5,39.1,89.5,83.7,134.4,152,181.1,39,85.4,131.6,115,279.7,83.3,145.7,113.5,123.7,131.6
"TELEFONICA",2017,"EU","Spain","Fixed Line Telecommunications",45,862,-4.9,1.7,52008,-0.1,125371,-1.5,7322,-4.2,14.1,7522,17.1,14.5,526,"Moderate",89.5,111.6,142.5,135.7,90.9,91.5,89.4,151.7,73.8,104.9,105.5,45.1,87.1,25.4,70.9,64.7,101.2,85.3,64.6,116.1,64.2,80.7,61.7,72.5,29.8,123.5,168.3,97.3,125.1,149.5,62.2,53.3,106.4,127.7,90.9,150.5,53.4,96.5,48.9,80.8,77.4,70.8,70.6,123.3,92.5
"TELEFONICA",2018,"EU","Spain","Fixed Line Telecommunications",43,947,9.86078886310904,1.9448380670733,48693,-6.3740193816336,120138,-4.17401153376777,5479,-25.1707183829555,11.252130696404,7305,-2.88487104493486,15.002156367445,526,"Moderate",90.3,134.8,142.5,135.7,94.3,89.9,89.4,151.7,70.5,105.9,105.5,45.1,87.1,25.4,70.9,64.7,103.9,85.3,64.9,117.6,65.9,80.7,61.7,68.2,31,123.5,168,95.4,124.5,149.5,62.2,53.3,112.7,137.5,90.7,150.5,53.4,99.6,48.9,81.5,78.6,70.8,69.3,122.1,91.6
"TELEFONICA",2019,"EU","Spain","Fixed Line Telecommunications",51,866,-8.55332629355861,1.7884432695882,48422,-0.556548169141358,113819,-5.25978458106511,5683,3.72330717284175,11.7364008095494,5663,-22.4777549623546,11.695097269836,526,"Moderate",92.2,169.5,142.5,135.7,100,89,105,151.7,68.9,110,105.5,46.6,87.1,25.4,70.9,64.7,110.2,123.5,62.7,117.4,63.6,80.7,61.7,66.8,28.7,123.5,180.3,93.4,108,149.5,62.2,53.3,111.5,152,95.3,150.5,54,99,48.9,98.9,76.8,70.8,67.9,119.3,92.1
"ROYAL DUTCH SHELL",2017,"EU","UK","Oil & Gas Producers",50,768.8,-9.1,0.3,254464.4,30.6,86000,-6.5,17381,-5.7,6.8,16620.5,255.3,6.5,0,"Leader",126.4,158.9,134.1,136.7,156.7,143,262.2,NA,67.2,126.7,207.7,78.9,125.8,132.8,98.1,328.6,210.3,250,94.3,100.5,66.4,145.8,141.4,93.3,112.5,162.9,197.4,85.2,101,39.1,89.5,83.7,140.1,145.2,175.1,39,83.9,132.9,115,270.7,86.7,143.3,117.5,117.8,125.3
"ROYAL DUTCH SHELL",2018,"EU","UK","Oil & Gas Producers",50,861.134932,6.94143167028201,0.253875724485618,339195.460198,27.2626884549723,79000,-8.13953488372093,20096.932982,10.3909810506116,5.92488265328455,30916.141438,77.5899262529474,9.11455047775498,0,"Leader",127.7,162.8,134.7,135.7,165.6,146.8,263.5,NA,63.9,139.7,207.7,80.5,122.6,132.8,98.1,328.6,222.1,250,92.2,98.4,66.3,145.8,141.4,89.4,113.2,162.9,218.4,87.1,97.6,39.1,89.5,83.7,148.4,146.7,179.3,39,84.5,135.3,115,272.8,85.4,143.3,116.2,122.6,128.2
"ROYAL DUTCH SHELL",2019,"RoW","UK","Oil & Gas Producers",53,856.32911,-2.4340770791075,0.278940027894003,306993.985935,-11.2009145705612,83000,2.46913580246915,20447.750505,-0.173829907435563,6.66063553092842,23792.952995,-24.4922172942739,7.75029938209854,0,"Leader",128.5,169.3,140.1,138.7,175.5,148.9,256.7,NA,63.9,150.5,207.7,82.7,129,132.8,98.1,328.6,231,261.8,90,93.5,66.6,150.6,141.4,82.2,113.8,162.9,224.2,89.5,92.5,39.1,89.5,83.7,134.4,152,181.1,39,85.4,131.6,115,279.7,83.3,145.7,113.5,123.7,131.6
"TOTAL",2017,"EU","France","Oil & Gas Producers",53,760.4,-13.1,0.6,124321.7,16.6,98277,-3.8,11142.3,-26.2,9,5961,43.6,4.8,1833,"Strong",112.7,123.2,153.3,102,94.4,96.1,232.4,121.3,103.3,148.2,230,105.3,100,111.7,137,149.6,131.4,94.1,104.4,76.5,66.5,114.5,129.4,94.5,83.5,74.1,138,106.2,113.6,144.6,75.3,122.7,64.3,127.3,128.8,133,100.7,82.4,124.7,122.1,85,122.1,85.5,116.4,152.9
"TOTAL",2018,"EU","France","Oil & Gas Producers",51,861.134932,8.11403508771931,0.535561035490424,160791.184372,23.4790307111382,104460,6.29140083641138,11646.28227,-0.209533787323213,7.24310994753023,14013.966652,124.450972163939,8.7156312124537,1833,"Strong",112.7,111.6,153.3,102,97.5,93.9,232.4,121.3,101.6,153.9,230,106,100,111.7,137,149.6,132.8,94.1,104.6,76.8,64.6,114.5,129.4,93,85.3,74.1,152.9,105.8,114.2,144.6,75.3,122.7,64.3,122.6,128.2,133,100.9,82.4,124.7,122.1,84.5,122.1,85.5,120,154
"TOTAL",2019,"EU","France","Oil & Gas Producers",52,861.67004,-1.82555780933062,0.549222974314748,156888.928595,-4.26765015806112,107776,3.17442083094008,10512.73055,-11.4360704911886,6.7007472382822,14238.91938,-0.311604138102961,9.07579617473007,1833,"Strong",113.3,123.2,153.3,102,99.4,94.9,232.4,121.3,98.4,154.8,230,105.3,100,111.7,137,149.6,133.5,117.6,103,77.7,65.1,114.5,129.4,92.5,81.4,74.1,159.3,105.8,107.4,144.6,75.3,122.7,64.3,127.3,129.3,133,100.7,82.4,124.7,132.6,84.2,122.1,83.9,119.5,153.1
"SCHNEIDER",2017,"EU","France","Electronic & Electrical Equipment",42,904,49.9,3.7,24743,0.2,153124,-10.4,434,-10.5,1.8,3110,4.2,12.6,4359,"Strong",112.7,123.2,153.3,102,94.4,96.1,232.4,121.3,103.3,148.2,230,105.3,100,111.7,137,149.6,131.4,94.1,104.4,76.5,66.5,114.5,129.4,94.5,83.5,74.1,138,106.2,113.6,144.6,75.3,122.7,64.3,127.3,128.8,133,100.7,82.4,124.7,122.1,85,122.1,85.5,116.4,152.9
"SCHNEIDER",2018,"EU","France","Electronic & Electrical Equipment",41,1003,10.9513274336283,3.89968895800933,25720,3.94859152083418,155286,1.41192758809854,486,11.9815668202765,1.8895800933126,3428,7.0580886945659,13.3281493001555,4359,"Strong",112.7,111.6,153.3,102,97.5,93.9,232.4,121.3,101.6,153.9,230,106,100,111.7,137,149.6,132.8,94.1,104.6,76.8,64.6,114.5,129.4,93,85.3,74.1,152.9,105.8,114.2,144.6,75.3,122.7,64.3,122.6,128.2,133,100.9,82.4,124.7,122.1,84.5,122.1,85.5,120,154
"SCHNEIDER",2019,"EU","France","Electronic & Electrical Equipment",33,1368,5.31177829099307,5.03718977833419,27158,5.59097978227061,151297,-2.56880852105148,506,4.11522633744856,1.86317107298034,3400,0.235849056603765,12.5193313204212,4359,"Strong",113.3,123.2,153.3,102,99.4,94.9,232.4,121.3,98.4,154.8,230,105.3,100,111.7,137,149.6,133.5,117.6,103,77.7,65.1,114.5,129.4,92.5,81.4,74.1,159.3,105.8,107.4,144.6,75.3,122.7,64.3,127.3,129.3,133,100.7,82.4,124.7,132.6,84.2,122.1,83.9,119.5,153.1
"ALSTOM",2017,"EU","France","Industrial Engineering",142,220,-17.6,2.8,7951,8.8,34466,5.1,283,28.6,3.6,467,29,5.9,3279,"Strong",112.7,123.2,153.3,102,94.4,96.1,232.4,121.3,103.3,148.2,230,105.3,100,111.7,137,149.6,131.4,94.1,104.4,76.5,66.5,114.5,129.4,94.5,83.5,74.1,138,106.2,113.6,144.6,75.3,122.7,64.3,127.3,128.8,133,100.7,82.4,124.7,122.1,85,122.1,85.5,116.4,152.9
"ALSTOM",2018,"EU","France","Industrial Engineering",109,305,38.6363636363636,3.7784935579782,8072,9.88292948543426,36270,5.23414379388383,275,-6.14334470989761,3.40683845391477,491,40.2857142857143,6.08275520317146,3279,"Strong",112.7,111.6,153.3,102,97.5,93.9,232.4,121.3,101.6,153.9,230,106,100,111.7,137,149.6,132.8,94.1,104.6,76.8,64.6,114.5,129.4,93,85.3,74.1,152.9,105.8,114.2,144.6,75.3,122.7,64.3,122.6,128.2,133,100.9,82.4,124.7,122.1,84.5,122.1,85.5,120,154
"ALSTOM",2019,"EU","France","Industrial Engineering",108,325,6.55737704918034,3.96293134983539,8201,1.59811694747274,38879,7.19327267714365,274,-0.363636363636366,3.34105596878429,555,13.0346232179226,6.76746738202658,3279,"Strong",113.3,123.2,153.3,102,99.4,94.9,232.4,121.3,98.4,154.8,230,105.3,100,111.7,137,149.6,133.5,117.6,103,77.7,65.1,114.5,129.4,92.5,81.4,74.1,159.3,105.8,107.4,144.6,75.3,122.7,64.3,127.3,129.3,133,100.7,82.4,124.7,132.6,84.2,122.1,83.9,119.5,153.1
"UCB",2017,"EU","Belgium","Pharmaceuticals & Biotechnology",38,980,1.8,23.4,4182,9.3,7478,-1.1,100,-7.4,2.4,1088,20.4,26,430,"Strong",120.9,100,156.9,93.9,191.9,135,258.1,99.5,96.7,116.6,151.1,124.8,135.5,154.2,127.3,256.4,274,144.1,94.8,96.9,61,134.9,151.7,75.9,95,55.8,139,99.8,66.8,169.4,80,117.4,172.6,116.6,177.7,134.2,107.4,153.7,140.4,211.6,84.3,143.5,77.4,99.3,118.2
"UCB",2018,"EU","Belgium","Pharmaceuticals & Biotechnology",38,1126,14.8979591836735,25.5213055303717,4412,5.49976087996173,7495,0.227333511634131,94,-6.00000000000001,2.13055303717135,1139,4.6875,25.8159564823209,430,"Strong",122.5,100,156.9,93.9,196.7,138.2,270.1,99.5,106.6,118.4,156.2,127.1,135.5,154.2,127.3,256.4,272.1,144.1,93.3,98.6,58.2,134.9,151.7,74.2,96.7,55.8,147.3,99.2,72,169.4,80,117.4,182.2,116.6,183.4,134.2,108.3,158.4,140.4,211.2,83.2,143.5,77.3,102.6,124.1
"UCB",2019,"EU","Belgium","Pharmaceuticals & Biotechnology",35,1222,8.52575488454708,26.1111111111111,4680,6.07434270172258,7606,1.48098732488327,99,5.3191489361702,2.11538461538462,1059,-7.02370500438981,22.6282051282051,430,"Strong",120.1,76.8,156.9,93.9,210.3,129.8,121.6,99.5,108.2,120.4,155,137.6,135.5,154.2,127.3,256.4,296,144.1,91.6,101.4,56.8,134.9,151.7,72.8,97.8,55.8,151.4,99.7,77.4,169.4,80,117.4,188.5,107,145.9,134.2,111.9,161.4,140.4,215.9,82.7,143.5,77.1,105.6,125.1
"TELECOM ITALIA",2017,"EU","Italy","Fixed Line Telecommunications",21,1992,14,10,19828,4.2,59429,-3.1,3477,0.3,17.5,3508,-8.9,17.7,471,"Moderate",83.6,76.8,21.6,90.8,79.5,106,75.4,82.4,65.6,87.2,30.8,59.4,77.4,135.5,122.5,56.3,118.4,52.9,75,99.1,128.6,100,108.7,81.3,62.2,75.8,191.5,100.8,86.5,56.7,80.9,60.1,46.5,62.7,92.7,69.5,67,62.2,128.9,67.4,98.5,104.5,73.3,118.6,62.8
"TELECOM ITALIA",2018,"EU","Italy","Fixed Line Telecommunications",35,1212,-39.1566265060241,6.39915522703274,18940,-4.47851523098648,57901,-2.57113530431271,2831,-18.5792349726776,14.9472016895459,3148,-10.2622576966933,16.6209081309398,471,"Moderate",85.2,76.8,21.6,90.8,84.1,108.3,81.1,82.4,62.3,80.4,62.2,59.4,77.4,135.5,122.5,56.3,123.1,52.9,75.4,104.6,141.3,100,108.7,80.8,63.2,75.8,204.4,101.1,83.2,56.7,80.9,60.1,43.3,62.7,96.4,69.5,67,60.8,128.9,68.5,104,104.5,73.4,121.1,68
"TELECOM ITALIA",2019,"EU","Italy","Fixed Line Telecommunications",39,1166,-3.79537953795379,6.48714810281518,17974,-5.10031678986272,55198,-4.66831315521321,3649,28.8943836100318,20.3015466785357,3224,2.41423125794156,17.9370201402025,471,"Moderate",86,76.8,21.6,90.8,90.4,107.9,85.5,82.4,60.7,81.5,78.5,60.9,77.4,135.5,122.5,56.3,135.5,52.9,76,106.4,134.3,100,108.7,80.6,63.2,75.8,214.3,102.8,74,56.7,80.9,60.1,50.3,62.7,98.7,69.5,67.3,64.1,128.9,71,102.5,104.5,73.3,121.4,72.2
"L'OREAL",2017,"EU","France","Personal Goods",44,877.1,3.2,3.3,26548.4,2.8,82606,3.6,1263.5,-5.3,4.8,4475.8,13.5,16.9,5664,"Strong",112.7,123.2,153.3,102,94.4,96.1,232.4,121.3,103.3,148.2,230,105.3,100,111.7,137,149.6,131.4,94.1,104.4,76.5,66.5,114.5,129.4,94.5,83.5,74.1,138,106.2,113.6,144.6,75.3,122.7,64.3,127.3,128.8,133,100.7,82.4,124.7,122.1,85,122.1,85.5,116.4,152.9
"L'OREAL",2018,"EU","France","Personal Goods",45,914.4,4.25265078098278,3.39453696347829,26937.4,1.46524837655,86030,4.14497736241919,1416.1,12.0775623268698,5.25700327425809,4814.2,7.56065954689664,17.8718064846644,5664,"Strong",112.7,111.6,153.3,102,97.5,93.9,232.4,121.3,101.6,153.9,230,106,100,111.7,137,149.6,132.8,94.1,104.6,76.8,64.6,114.5,129.4,93,85.3,74.1,152.9,105.8,114.2,144.6,75.3,122.7,64.3,122.6,128.2,133,100.9,82.4,124.7,122.1,84.5,122.1,85.5,120,154
"L'OREAL",2019,"EU","France","Personal Goods",46,985.3,7.75371828521434,3.29822987520754,29873.6,10.9000868680719,87974,2.25967685691038,1231,-13.0711107972601,4.12069519575813,5430,12.7913256615845,18.176584007284,5664,"Strong",113.3,123.2,153.3,102,99.4,94.9,232.4,121.3,98.4,154.8,230,105.3,100,111.7,137,149.6,133.5,117.6,103,77.7,65.1,114.5,129.4,92.5,81.4,74.1,159.3,105.8,107.4,144.6,75.3,122.7,64.3,127.3,129.3,133,100.7,82.4,124.7,132.6,84.2,122.1,83.9,119.5,153.1
"THALES",2017,"EU","France","Aerospace & Defense",62,631.4,12.5,4,15795.4,6.1,64860,1.7,438.9,-8.6,2.8,1392.6,14.4,8.8,3994,"Strong",112.7,123.2,153.3,102,94.4,96.1,232.4,121.3,103.3,148.2,230,105.3,100,111.7,137,149.6,131.4,94.1,104.4,76.5,66.5,114.5,129.4,94.5,83.5,74.1,138,106.2,113.6,144.6,75.3,122.7,64.3,127.3,128.8,133,100.7,82.4,124.7,122.1,85,122.1,85.5,116.4,152.9
"THALES",2018,"EU","France","Aerospace & Defense",56,714.9,13.224580297751,4.50907301935704,15854.7,4.11886389755378,66135,1.96577243293248,323.8,-13.1903485254692,2.04229660605373,1469.3,29.8771325024308,9.26728351845194,3994,"Strong",112.7,111.6,153.3,102,97.5,93.9,232.4,121.3,101.6,153.9,230,106,100,111.7,137,149.6,132.8,94.1,104.6,76.8,64.6,114.5,129.4,93,85.3,74.1,152.9,105.8,114.2,144.6,75.3,122.7,64.3,122.6,128.2,133,100.9,82.4,124.7,122.1,84.5,122.1,85.5,120,154
"THALES",2019,"EU","France","Aerospace & Defense",48,918.6,28.4934955937894,4.99211999347861,18401,16.0602218900389,82605,24.9036062599229,706.5,118.190240889438,3.839465246454,1425.4,-2.9878173279793,7.74631813488397,3994,"Strong",113.3,123.2,153.3,102,99.4,94.9,232.4,121.3,98.4,154.8,230,105.3,100,111.7,137,149.6,133.5,117.6,103,77.7,65.1,114.5,129.4,92.5,81.4,74.1,159.3,105.8,107.4,144.6,75.3,122.7,64.3,127.3,129.3,133,100.7,82.4,124.7,132.6,84.2,122.1,83.9,119.5,153.1
"SEAGATE TECHNOLOGY",2017,"EU","Ireland","Technology Hardware & Equipment",37,1027.3,-0.4,11.4,8981.1,-3.5,41000,-8.9,361.9,-26.1,4,878.8,136.9,9.8,317,"Strong",122.2,111.6,221,128.5,170.9,117.2,151.5,158.9,34.4,122.5,230,60.9,158.1,119.5,137.2,128,248.3,NA,80.7,94.8,35.8,207.2,142.5,82.8,133.3,187.3,97.8,107.9,50,106.8,74.8,139.5,162.4,151.2,137.6,133,90.3,160.2,128.7,146.4,69.7,173.3,126.7,87.6,117
